"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","X좌표","Y좌표","작업일자"
"GS010067","강서구","염창동","염창동 281-3","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.87449","37.54827","2022-03-06 10:57:52.0"
"GS010068","강서구","염창동","염창동 254-2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.876564","37.55046","2022-03-06 10:57:52.0"
"GS010069","강서구","염창동","양천로 605","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86565","37.555443","2022-03-06 10:57:52.0"
"GS010070","강서구","염창동","양천로 583","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8643","37.557163","2022-03-06 10:57:52.0"
"GS010071","강서구","염창동","염창동 275-12(지상3층 방문간호실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86832","37.549618","2022-03-06 10:57:52.0"
"GS010072","강서구","염창동","염창동 275-12(지상5층)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86832","37.549618","2022-03-06 10:57:52.0"
"GS010073","강서구","도로과 창고","가양동 1493(가양빗물펌프장 뒷편)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS010074","강서구","강서평생학습관","염창동 281-25(지상5층)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.87345","37.547325","2022-03-06 10:57:52.0"
"GS010075","강서구","강서평생학습관","염창동 281-25(지상6층)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.87345","37.547325","2022-03-06 10:57:52.0"
"GS010076","강서구","가양도서관","가양동 1493(지상2층)","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS010077","강서구","가양도서관","가양동 1493(지상3층)","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS010078","강서구","염창1 빗물펌프장","염창동 75-7","","","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2020","실내","","126.87179","37.556442","2022-03-06 10:57:52.0"
"GS010079","강서구","후정별관","화곡로 302","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.84964","37.550938","2022-03-06 10:57:52.0"
"GS020003","강서구","등촌1동","등촌1동 642-1  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.86245","37.542885","2022-03-06 10:57:52.0"
"GS020004","강서구","등촌1동","등촌1동 642-1  2층 생각열매작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.86245","37.542885","2022-03-06 10:57:52.0"
"GS020005","강서구","등촌1동","등촌1동 642-1  정면 2층  외벽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.85897","37.555756","2022-03-06 10:57:52.0"
"GS020009","강서구","등촌1동","화곡로68길 10","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85488","37.55917","2022-03-06 10:57:52.0"
"GS020010","강서구","등촌1동","화곡로68길 47","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85718","37.558693","2022-03-06 10:57:52.0"
"GS020011","강서구","등촌1동","등촌동 656-37","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85531","37.55689","2022-03-06 10:57:52.0"
"GS020012","강서구","등촌1동","화곡로66길 83","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85778","37.5568","2022-03-06 10:57:52.0"
"GS020013","강서구","등촌1동","등촌동 637-12","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85849","37.556988","2022-03-06 10:57:52.0"
"GS020015","강서구","등촌1동","등촌동 654-83","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85727","37.55494","2022-03-06 10:57:52.0"
"GS020016","강서구","등촌1동","등촌동 642-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8591","37.555855","2022-03-06 10:57:52.0"
"GS020018","강서구","등촌1동","등촌동 635-4(백석초)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86165","37.554707","2022-03-06 10:57:52.0"
"GS020019","강서구","등촌1동","등촌동 646-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86301","37.55407","2022-03-06 10:57:52.0"
"GS020020","강서구","등촌1동","등촌동 653-9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85783","37.554916","2022-03-06 10:57:52.0"
"GS020022","강서구","등촌1동","공항대로55길 50","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86218","37.55567","2022-03-06 10:57:52.0"
"GS020023","강서구","등촌1동","공항대로59길 64","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8635","37.55466","2022-03-06 10:57:52.0"
"GS020024","강서구","등촌1동","공항대로59길 35","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86374","37.553345","2022-03-06 10:57:52.0"
"GS020025","강서구","등촌1동","공항대로57길 31","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.863716","37.55237","2022-03-06 10:57:52.0"
"GS020026","강서구","등촌1동","등촌동 650-14","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86149","37.55337","2022-03-06 10:57:52.0"
"GS020027","강서구","등촌1동","등촌1동 651","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85986","37.55388","2022-03-06 10:57:52.0"
"GS020028","강서구","등촌1동","등촌동 633-17","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86522","37.55431","2022-03-06 10:57:52.0"
"GS020029","강서구","등촌1동","공항대로 489","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86134","37.5535","2022-03-06 10:57:52.0"
"GS020030","강서구","등촌1동","공항대로 491","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86063","37.55323","2022-03-06 10:57:52.0"
"GS020031","강서구","등촌1동","공항대로55길 2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85512","37.55532","2022-03-06 10:57:52.0"
"GS020032","강서구","등촌1동","공항대로 431(신호단속 카메라 옆 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85512","37.55532","2022-03-06 10:57:52.0"
"GS020033","강서구","등촌1동","공항대로 431(LG전자 베스트샵 주차장 입구 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85451","37.555458","2022-03-06 10:57:52.0"
"GS020034","강서구","등촌1동","공항대로 425","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85451","37.555458","2022-03-06 10:57:52.0"
"GS020035","강서구","등촌2동","등촌로 217(16173 버스정류장 옆 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86329","37.54914","2022-03-06 10:57:52.0"
"GS020036","강서구","등촌1동","화곡로 384","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85378","37.55753","2022-03-06 10:57:52.0"
"GS020037","강서구","등촌1동","등촌동 642-1(지하1층 헬스장)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85892","37.555805","2022-03-06 10:57:52.0"
"GS020038","강서구","등촌1동","등촌동 642-1(지상2층 주민자치실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85892","37.555805","2022-03-06 10:57:52.0"
"GS020039","강서구","등촌1동","등촌동 642-1(지상3층 다목적실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85892","37.555805","2022-03-06 10:57:52.0"
"GS030001","강서구","의회사무국","등촌2동 512-1  1층 전문위원실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030002","강서구","의회사무국","등촌2동 512-1  2층","","","7-1. 커뮤니티 - 행정","자치구(공유기)","공공WiFi","자가망U무선망","2017","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030004","강서구","의회사무국","등촌2동 512-1  3층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2018","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030006","강서구","의회사무국","등촌2동 512-1  5층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030007","강서구","의회사무국","등촌2동 512-1  2층 사무실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.86831","37.549664","2022-03-06 10:57:52.0"
"GS030008","강서구","의회사무국","등촌2동 512-1  후면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.862144","37.5464","2022-03-06 10:57:52.0"
"GS030009","강서구","의회사무국","등촌2동 512-1  외부 정면","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.86222","37.546597","2022-03-06 10:57:52.0"
"GS030010","강서구","의회사무국","등촌2동 512-1  정면 2층  외벽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.86239","37.54636","2022-03-06 10:57:52.0"
"GS030011","강서구","등촌2동","등촌2동 560-12  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.847916","37.55897","2022-03-06 10:57:52.0"
"GS030012","강서구","등촌2동","등촌2동 560-12  2층 등마루골작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2009","실내","","126.847916","37.55897","2022-03-06 10:57:52.0"
"GS030013","강서구","등촌2동","등촌2동 560-12  정면 2층  외벽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.86254","37.542637","2022-03-06 10:57:52.0"
"GS030015","강서구","의회사무국","등촌2동 512-1  1층 다목적실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030016","강서구","의회사무국","등촌2동 512-1  2층 의장실 앞 부속실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030017","강서구","의회사무국","등촌2동 512-1  3층 우측 복도 삼거리","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030018","강서구","의회사무국","등촌2동 512-1  4층 복도","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030019","강서구","의회사무국","등촌2동 512-1  4층","","","7-1. 커뮤니티 - 행정","자치구(공유기)","공공WiFi","자가망U무선망","2017","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030020","강서구","의회사무국","등촌2동 512-1  4층","","","7-1. 커뮤니티 - 행정","자치구(공유기)","공공WiFi","자가망U무선망","2016","실내","","126.85048","37.552795","2022-03-06 10:57:52.0"
"GS030021","강서구","등촌2동","공항대로58가길 20","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86212","37.551052","2022-03-06 10:57:52.0"
